1_clip	10_clip	11_clip	12_clip	13_clip	14_clip	15_clip	16_clip	17_clip	18_clip	19_clip	2_clip	20_clip	21_clip	22_clip	23_clip	24_clip	25_clip	26_clip	27_clip	28_clip	29_clip	3_clip	30_clip	31_clip	32_clip	33_clip	34_clip	35_clip	36_clip	37_clip	38_clip	39_clip	4_clip	40_clip	41_clip	42_clip	43_clip	44_clip	45_clip	46_clip	47_clip	48_clip	49_clip	5_clip	50_clip	51_clip	52_clip	53_clip	54_clip	55_clip	56_clip	57_clip	58_clip	59_clip	6_clip	60_clip	61_clip	62_clip	63_clip	64_clip	65_clip	66_clip	67_clip	68_clip	69_clip	7_clip	70_clip	71_clip	72_clip	73_clip	74_clip	75_clip	76_clip	77_clip	78_clip	79_clip	8_clip	80_clip	81_clip	82_clip	83_clip	84_clip	85_clip	86_clip	87_clip	88_clip	89_clip	9_clip	90_clip	91_clip	92_clip	93_clip	94_clip	95_clip	96_clip
sq56	17	65	124	74	74	39	205	380	285	185	1421	117	867	141	187	206	4	4	606	342	1	7	1138	220	9	205	217	274	866	203	225	335	540	1939	176	296	1	36	0	12	3	0	6	71	84	135	2076	7	701	903	521	53	209	912	799	95	387	582	986	597	518	222	110	49	41	13	0	20	22	19	16	11	45	19	0	36	1780	1977	387	43	927	458	347	639	317	31	936	18	159	30	29	19	9	0	3	0
sq57	390	269	735	283	260	160	32	423	308	102	157	128	469	349	1503	2554	4832	142	299	384	213	40	35	53	55	160	45	1	0	974	0	156	588	160	105	201	31	151	199	590	151	40	151	195	187	20	65	454	327	1319	81	88	531	99	114	128	594	4	43	73	0	3	119	309	241	197	100	671	1260	991	117	268	37	304	138	3	333	88	0	264	0	0	276	0	2	302	332	94	243	132	257	94	157	95	220	324
sq58	318	0	1124	730	5692	19	33	1	0	2	0	210	26	4	1	2	683	0	0	0	0	1	1852	1	0	10	5016	0	0	0	2	138	3	1	51	1	0	0	0	0	0	0	0	54	96	0	41	1	2209	121	0	5	7	1535	897	27	0	3	0	3489	1062	1	0	10	0	0	0	657	690	477	1	13	0	0	12	2162	0	8	0	0	0	31	0	313	3	0	0	0	41	0	0	0	0	2	1	0
sq59	1627	142	0	1173	0	967	0	0	1	0	511	56	42	217	288	1283	401	0	0	14	1	0	0	0	2	1	1	1	2	0	1	279	0	60	165	349	194	0	6	2144	3	0	2	290	4146	1	6	43	13	4	0	0	316	0	0	5523	0	1	234	1	0	892	200	0	94	240	373	411	149	0	22	40	2	0	0	3	0	93	1	25	0	0	0	0	180	147	1093	728	1406	1093	1004	93	2	1	0	2
sq60	38	132	291	130	174	156	600	434	503	117	248	199	273	90	1581	297	165	98	352	145	122	48	282	80	41	88	473	78	256	376	384	1548	423	193	608	26	1	123	197	19	200	2150	253	28	39	2341	308	49	0	164	184	45	683	195	723	57	550	107	775	489	251	39	22	121	224	53	92	292	109	359	195	206	423	63	27	155	89	56	72	255	344	208	139	393	98	180	0	44	61	141	243	3	127	1713	287	408
sq61	1092	31	1	603	508	131	180	97	7	2	1016	97	342	1233	1380	5936	1392	189	57	205	17	6	648	4	1	1	4	0	2	441	0	1322	22	2194	564	5	16	14	19	17	0	3	4	498	746	344	144	114	685	120	38	6	144	4	107	559	258	571	296	83	206	0	185	73	49	223	300	390	179	193	21	34	1	0	29	2	3	35	0	32	355	23	68	145	89	134	108	131	199	86	46	0	23	6	81	148
sq62	0	0	1	104	9	7	0	0	0	1	3	0	3079	1	1	2	1	61	0	2	7822	24	0	9	13	0	0	2	0	0	1	0	0	1	0	0	0	0	1	2	68	1486	1767	4	1	2	0	1	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	1	0	2	0	0	0	10	4057	3954	56	0	0	0	0	48	1	4987	0	0	0	0	27	1	0	1	1	0	0	0	0	64	21	90
sq63	45	30	1279	154	129	474	171	870	684	348	44	361	312	815	787	430	269	254	488	93	298	302	46	148	98	114	400	1	2	1	2	946	110	135	45	501	107	137	62	0	88	68	200	188	146	788	357	33	390	1215	134	45	355	0	5	1012	4	53	219	0	1	2	196	92	143	28	331	153	75	589	252	473	2091	127	30	425	180	151	374	266	302	0	180	44	232	0	0	528	2084	193	118	0	141	227	262	589
sq64	51	108	45	18	2	166	494	1214	73	48	655	73	2240	996	590	130	4	0	1	1	1	0	2674	0	0	0	0	0	0	1	1	119	37	132	252	1399	19	22	0	1	1	0	1	100	12	502	1321	0	1	0	374	1	8	54	1109	181	96	48	30	321	1389	533	836	112	34	7	110	4	24	0	2	6	3	71	2	44	177	37	238	17	1	1205	2504	14	1	1514	1778	98	541	440	77	0	0	1	2	0
sq65	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	26365	0	26	24	89	1	1	1	0	0	0	152	0	0	0	0	0	0	0	0	0	27	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	21	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
sq66	296	16	0	291	0	151	0	1	4210	213	0	15	210	15	0	320	86	90	0	0	10	71	902	1	4	0	0	0	0	0	0	0	1	1	1	0	0	0	7	55	25	36	13	1	452	1	1	1	1	4095	1293	0	2	3	0	247	1	1	1	0	870	194	0	93	38	355	1356	0	1	101	187	550	82	316	0	0	0	1828	0	225	0	613	0	1	0	0	0	1	5645	4	0	72	46	26	20	78
sq67	3	4837	374	102	212	459	240	1030	493	309	345	653	1896	474	177	109	1	0	1	0	1	0	2412	0	0	0	0	0	0	0	0	0	474	486	125	48	7	0	0	0	0	0	0	13	0	163	782	1	0	0	115	3	1	0	362	231	40	185	122	323	314	466	137	22	28	1	412	0	4	0	0	2	0	60	0	597	420	125	207	11	1	616	1938	22	1	118	536	42	1732	205	2	23	0	0	2	1
sq68	10	133	0	39	1	52	5	67	812	0	2	275	70	0	195	4370	471	0	0	0	79	2	0	4	0	4	1	0	0	0	2	4	0	143	0	0	27	479	107	39	5	1	0	0	3	1	0	0	5	3	0	2	4726	0	0	56	3	4	3	0	0	0	0	2171	2893	156	33	4214	628	0	0	348	57	0	2	2	360	147	0	0	10	1	124	8	0	0	0	0	26	7	2	0	3	1	262	374
sq69	0	0	429	108	477	28	1357	267	39	0	876	6	125	238	298	304	9	0	678	832	0	0	147	1	0	66	982	870	850	262	1139	660	834	58	49	106	10	23	20	1	2	0	0	39	0	1414	377	14	1	820	551	146	167	799	877	1	384	361	940	1210	881	0	77	55	9	4	45	8	0	0	0	33	1	0	53	230	0	0	1	56	771	182	0	397	134	377	0	30	1	30	1	15	9	3	1	0
sq70	47	50	0	32	249	0	342	0	0	0	349	107	751	107	300	0	9	39	0	62	1658	26	0	232	2127	321	14	1	666	1	255	2032	143	336	10	70	114	40	84	67	6	0	320	338	1	974	70	0	75	469	0	105	231	65	0	51	23	3	0	0	0	0	244	174	201	1	0	85	1	1	6	47	301	3829	20	6	0	22	39	37	92	1	15	0	0	0	1	304	1	291	153	2	57	17	80	3913
sq71	66	248	9	16	759	234	54	302	288	0	100	728	86	45	456	1043	485	80	92	5	431	369	117	644	243	0	206	0	0	0	0	373	2	256	115	2	1	23	37	73	1234	1977	290	265	482	381	64	132	1258	427	617	15	1	2	116	171	99	3	107	164	228	0	8	77	21	21	853	239	122	262	37	69	972	341	4	422	0	264	70	108	1	139	0	0	15	0	18	23	457	42	47	11	1270	488	302	160
sq72	631	49	0	408	0	747	0	0	0	0	126	295	22	129	2058	770	642	0	0	1	17	0	0	17	1	0	0	0	0	0	1	1955	0	2931	0	0	0	10	45	209	3	6	8	51	656	0	0	151	1107	0	0	2	473	1	0	4188	0	0	1	2	0	0	0	16	105	74	268	485	131	150	15	18	1	0	1	0	0	42	0	18	0	1	0	1	612	1	0	148	87	483	201	1132	902	26	81	147
sq73	3	0	1	0	0	0	0	0	0	0	0	0	352	1	0	0	1	86	2	1	2268	184	0	3699	627	179	0	0	0	0	1	0	0	0	2	0	0	8	3	19	1544	106	4846	17	0	100	0	0	814	3527	362	22	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	323	384	866	1221	10	17	388	22	0	309	0	0	0	0	0	1	0	0	0	5	2	0	133	32	153	205
sq74	0	0	0	0	0	0	52	3125	930	51	0	0	1182	8	0	7	1	0	0	2	0	0	2169	1	0	0	1	0	1	0	1	0	861	0	51	0	0	0	1	0	0	0	0	0	0	7	316	0	0	1	386	0	0	2564	751	0	41	2	0	0	0	69	31	0	0	0	0	0	0	0	0	8	2	6	0	383	7	0	1	22	1	5305	4322	1	1	0	1	0	0	14	29	79	0	0	0	0
sq75	0	63	16	5	0	170	757	2940	1238	507	132	0	1349	2	48	19	1	0	1	2	0	0	2577	0	1	0	0	0	2	0	0	364	345	54	181	0	0	0	1	1	0	0	0	1	0	29	1069	0	0	1	0	0	0	17	1018	61	55	233	0	134	204	53	23	0	3	0	3	0	0	0	0	0	0	5	0	44	95	0	99	15	13	1685	6142	0	2	618	236	0	1	18	2	7	0	0	0	0
sq76	1435	1	27	952	10	602	0	0	0	0	1	0	89	91	912	230	2850	1081	1	0	134	75	0	361	196	33	108	0	0	2	2	0	1	3	175	1	18	39	62	390	62	316	75	65	382	0	24	97	119	573	411	273	548	403	0	3272	0	136	0	0	0	0	0	190	226	51	238	163	412	103	20	68	1162	207	45	113	36	92	0	29	0	0	17	1	0	1	0	22	444	42	32	30	719	187	319	254
sq77	35	4	227	17	555	399	1098	88	84	146	739	22	125	184	356	352	45	1	442	497	0	0	353	1	9	11	154	333	530	893	95	1875	100	114	48	258	43	51	61	56	4	0	5	78	207	477	436	32	916	757	466	75	194	4	688	72	981	596	1347	711	24	0	59	93	47	23	183	45	7	2	3	26	5	7	27	33	59	97	1	66	539	529	191	55	9	631	19	102	157	137	40	119	19	5	5	4
sq78	57	1105	84	32	155	0	144	569	235	343	409	496	197	26	907	78	18	72	124	33	162	17	131	116	243	79	26	1027	132	1171	89	1601	447	120	633	73	91	154	65	34	13	99	70	321	12	551	69	2	896	58	0	59	335	878	81	15	348	235	49	141	0	852	84	33	24	38	124	8	16	22	64	85	317	48	23	506	142	61	177	142	781	481	93	293	125	8	278	461	155	263	24	9	50	36	12	63
sq79	2713	145	152	1718	0	83	887	1532	946	2517	185	169	232	68	1	18	2	93	150	368	42	15	100	2	0	0	1	0	0	0	89	489	1722	484	177	1	0	0	0	0	24	13	16	22	74	83	31	9	1	1040	277	87	0	1	0	129	216	38	7	603	965	1	1	0	2	0	369	29	2	9	129	442	11	0	12	0	0	36	278	290	608	0	79	137	3	0	54	1	96	27	18	3	7	8	6	16
sq80	2	39	20	24	503	1965	1451	4849	2478	1325	372	187	396	48	0	9	1	1	0	0	0	0	721	1	0	0	2	0	0	0	0	0	1	45	26	0	1	0	0	0	1	0	0	0	0	1	241	0	0	0	0	5	0	474	1527	10	429	959	162	1	49	0	13	0	0	0	213	0	0	0	0	6	0	5	0	1	312	41	223	29	0	676	588	61	0	24	172	0	374	0	0	0	0	0	0	0
sq81	0	0	1	0	254	67	368	75	0	0	738	0	286	237	111	309	1	0	80	211	2	0	796	1	0	3	0	30	927	295	313	5695	461	34	1887	67	0	0	2	0	3	0	0	0	0	688	101	2	0	7	2	0	0	65	313	0	1073	686	1905	852	70	118	12	14	3	4	1	1	0	0	0	11	0	0	0	0	3	0	0	2	237	89	49	256	286	908	6	17	0	17	0	0	2	0	0	0
sq82	107	0	1	105	0	139	0	0	1	1	0	0	311	0	1	0	1201	1519	200	10	776	8	0	0	1	0	1	0	0	0	1	0	0	771	0	0	0	0	4	327	4135	39	1538	233	265	0	3	1	0	2	7	0	1767	0	0	889	0	0	1	0	2	0	0	0	707	360	54	1	117	42	324	327	45	663	19	78	0	3	12	462	0	0	8	11	0	0	0	0	13	6	0	27	772	220	765	812
sq83	0	0	0	0	0	2	0	1	0	0	798	0	67	6773	1062	23	0	0	0	241	0	0	48	0	1	18	0	0	0	61	0	520	0	9417	357	166	0	0	1	1	1	2	2	51	0	0	0	0	0	0	1	0	18	0	0	0	0	0	0	29	4	0	0	15	6	20	1	19	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	1	7	0	88	1	0	0	110	1	0	0	0
sq84	0	382	306	21	0	43	92	527	371	28	219	67	127	55	1339	21	5	27	58	1	1125	5	0	51	94	160	25	0	1	121	0	318	51	11	22	125	108	745	894	2	33	58	228	649	1	246	38	0	0	2	3	34	319	156	40	14	18	1	42	0	33	1276	207	41	107	6	0	18	7	0	118	92	1276	4	63	142	110	1	1	119	0	16	376	115	69	7	2233	1631	560	489	1056	1	62	206	2	44
sq85	5	0	0	0	1	0	0	0	18	37	0	0	19276	17	11	0	0	0	0	0	21	0	0	1	0	1	0	0	0	0	1	96	0	0	0	0	0	0	3	11	8	5	0	0	28	0	0	0	0	2	0	0	0	0	0	4	0	4	0	0	0	0	0	0	1	0	0	0	0	7	0	1	1	0	1	63	1	0	0	0	0	1	0	0	0	0	1	2	1	0	1	0	0	0	0	54
sq86	129	199	0	33	0	107	0	91	323	5	1	8	31	0	32	13	1306	86	0	0	1287	3	73	0	0	70	257	0	0	1	1	0	0	42	295	0	2	1	2	2276	1418	400	553	61	194	0	18	1	1	6	0	42	1779	707	0	514	0	1	0	0	0	1	22	750	929	8	0	10	20	789	67	117	28	772	31	0	0	44	0	91	0	15	0	0	2	0	0	0	63	9	2	177	583	334	977	916
sq87	32	1	16	52	2	0	1	0	0	0	301	1	1684	104	508	148	25	4576	33	497	138	399	1	17	55	22	94	1	0	1	1	120	0	61	94	2	3	7	0	11	21	67	94	371	88	122	4	2	354	266	130	25	37	0	0	6	101	299	0	0	0	0	42	41	30	20	10	13	2	45	2040	2045	76	76	190	4	91	60	0	2626	0	1	34	106	0	0	157	21	64	31	29	0	29	49	15	89
sq88	3	0	5	0	0	132	1	0	0	0	0	0	1427	4	0	0	1	961	117	18	76	1446	0	729	227	1893	67	384	0	1	0	0	1	0	0	1	18	29	102	3	3	10	28	968	0	42	0	3	152	1148	104	664	1	0	1	82	2	0	7	0	0	0	29	0	14	3	485	0	0	0	1481	2405	309	138	508	117	0	57	0	2022	5	0	0	0	25	0	0	84	111	7	5	4	0	0	0	30
sq89	14	377	195	53	27	62	183	89	145	1	180	17	98	46	1492	339	58	0	23	501	2	4	241	9	0	20	98	109	847	587	470	2052	342	51	343	13	5	80	39	12	2	1	0	40	22	1426	367	25	0	339	115	43	299	524	232	32	574	702	397	249	203	151	0	104	131	42	60	97	23	39	0	12	2	1	20	325	245	15	563	18	538	269	179	107	193	13	114	4	6	41	102	0	112	0	38	10
sq90	0	0	0	0	0	0	0	0	0	32	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	1	16156	156	0	0	2	0	4	4	0	2	0	0	21	0	0	0	0	0	70	38	3	28	1	0	0	0	0	89	34	79	259	18	0	7	0	0	1	0	0	0	37	0	0	1	0	0	8	0	0	0	0	0	71	0	935	0	48	1	12	0	0	3	0	0	0
sq91	17	0	43	34	0	44	0	1	1	1	0	0	616	5	741	33	506	77	63	0	1872	28	343	73	106	199	95	1	0	0	1	2	43	52	92	0	5	160	168	59	345	2370	312	1	0	369	0	29	0	0	0	30	261	103	125	5	0	0	0	14	0	1	0	47	116	21	0	137	65	277	742	766	230	125	35	186	303	0	1	1102	0	0	107	2	2	0	0	0	1	133	164	14	655	2940	164	261
sq92	0	1	0	0	0	109	54	2	0	0	0	360	0	2	3	0	179	0	1594	0	8	0	0	0	0	3	578	1797	97	0	0	3	0	1	0	0	10	0	1	0	4	5	38	52	0	0	1	182	0	0	0	7	0	0	0	10	0	0	10	1	44	0	0	0	3	748	1	5671	818	257	0	0	1	0	246	0	0	14	0	0	720	2377	1	301	3	0	18	61	2	64	0	162	735	64	352	145
sq93	0	0	34	14	2	81	320	0	23	0	282	50	64	22	30	23	0	0	736	355	0	0	217	0	1	0	23	434	257	517	212	5077	0	0	1482	102	0	0	0	0	0	0	1	43	1	1724	138	0	5	836	514	58	1	0	304	11	462	453	205	169	138	0	0	0	0	7	43	0	0	0	1	15	0	0	23	0	17	20	852	30	760	77	16	409	33	99	0	0	0	0	0	0	0	0	0	0
sq94	5	0	110	2	0	8	0	0	0	0	141	1	206	393	217	0	2	337	32	1	229	311	1	51	50	17	49	0	0	19	0	1	0	0	0	480	157	1294	6291	10	79	104	453	717	2	63	0	3	0	1	1	42	348	11	0	11	1	0	0	0	0	78	360	557	286	28	0	24	3	91	229	200	72	53	9	27	0	4	0	357	1	0	0	1	0	0	150	1333	0	126	589	7	282	186	10	180
sq95	40	0	0	7	0	0	0	2	0	0	0	0	2	173	601	66	191	0	1	8	183	0	0	1	1	0	2	0	0	0	3	0	3	15	0	280	127	880	2801	2211	437	61	165	452	8	1	27	99	3	3	66	1	1407	1	2	11	2	1	0	1	0	1	179	780	1010	149	1	339	129	69	2	6	1	2	0	28	1	5	0	3	2	0	25	1	68	0	0	1026	2	544	864	1484	86	91	42	87
sq96	0	43	32	90	0	236	829	1992	687	1369	0	0	378	0	0	0	0	0	0	0	0	0	1468	0	1	0	0	0	0	0	1	1	3225	0	46	0	0	0	0	0	0	1	0	0	0	189	909	0	0	0	240	0	0	0	760	24	350	0	30	0	1	0	1	0	0	1	0	0	0	0	0	0	0	9	0	0	0	4	408	1	0	782	2911	0	0	0	0	0	0	14	19	21	0	0	0	0
sq97	0	0	9	0	1	0	1	0	0	18	0	1	51	0	1	0	16	1	2	0	6	79	0	9243	843	3092	34	1	0	0	0	1	0	0	4	3	0	0	0	0	0	8	0	0	6	1	0	0	0	0	0	128	60	0	0	1	0	2	0	0	0	5	0	0	0	0	0	0	0	6	0	0	2578	8	472	2	0	0	9	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1	9
sq98	5	149	31	80	0	70	255	153	92	244	5	14	121	18	50	47	5	4	177	131	0	7	695	3	0	31	158	879	695	104	508	372	265	178	219	146	11	20	14	3	0	0	1	33	17	308	40	6	719	249	159	26	229	2260	395	28	81	505	447	378	446	628	36	65	10	2	63	32	5	3	1	21	5	20	40	104	91	13	765	37	244	383	586	79	321	126	326	0	99	7	21	16	21	2	5	3
sq99	91	35	273	119	2	157	5	1	0	114	2	11	369	2	562	133	80	37	0	58	164	54	154	2	51	191	4	0	0	88	1	23	0	18	281	0	0	0	0	49	47	0	125	265	483	347	10	11	512	3230	564	308	1	2	0	238	198	1	0	0	0	0	0	0	4	0	287	1	8	73	452	655	65	294	565	776	214	100	261	730	1	515	3	12	0	0	0	0	1311	0	4	131	51	3	97	94
sq100	19	1295	162	35	54	280	0	151	323	138	72	527	60	24	45	140	181	0	116	51	0	7	47	0	0	0	11	157	0	46	173	507	0	118	133	0	0	0	7	0	1	0	0	500	81	123	105	9	352	5593	395	53	0	0	0	242	195	1	0	44	0	1	0	0	0	2	942	25	15	53	10	252	2	0	0	0	54	364	141	26	85	68	30	2	192	0	0	0	1106	0	0	0	0	0	1	6
sq101	59	288	212	118	1	215	106	255	747	51	24	157	211	24	246	46	372	231	786	81	108	56	72	71	24	49	204	1	0	45	0	273	66	123	261	22	14	220	269	0	24	32	198	100	144	626	15	166	70	24	101	23	610	5	98	471	79	44	181	22	35	311	37	159	233	36	45	99	279	2184	123	207	191	60	13	230	162	43	200	167	115	0	167	2	0	34	35	50	463	75	91	1	168	14	416	350
sq102	0	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	5	2	1	6	0	349	1901	7286	41	1	0	0	0	1	0	1	0	16	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	266	0	0	0	0	1	0	0	1175	266	0	0	0	0	0	92	0	1	0	0	0	2753	1121	0	2	590	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	3	1
sq103	46	427	61	113	464	45	62	352	377	194	191	672	208	85	56	152	72	531	96	175	68	26	283	17	10	15	16	0	441	83	67	1359	51	152	937	1	10	7	10	37	47	104	25	189	44	300	108	9	504	290	46	10	120	96	361	91	339	517	400	219	539	511	19	37	48	32	190	2	25	66	57	70	35	27	15	7	2	58	145	21	265	222	142	375	58	262	116	16	392	32	14	2	44	38	14	71
sq104	8	0	292	52	0	48	0	143	99	0	0	86	43	0	20	12	409	0	0	1	23	1	0	0	0	8	1	0	0	1	0	1	0	17	0	0	0	2	18	167	106	16	2	298	120	72	25	101	581	3091	213	41	39	454	0	65	0	0	1	4	0	0	0	37	1	0	242	210	324	160	9	337	2	1	1	13	36	187	0	0	68	0	98	56	1	0	0	0	678	0	19	9	6306	43	157	15
sq105	528	109	2	275	217	0	2	1	26	165	77	103	254	60	112	28	431	295	81	37	367	42	306	74	66	94	2	0	1023	0	51	468	278	815	248	129	9	69	88	801	175	34	153	195	158	0	91	27	1	477	0	39	124	0	0	79	1	1	172	207	140	1177	134	204	125	25	20	11	41	48	36	67	119	75	37	0	2	16	300	22	198	0	52	1	1333	394	236	201	1	114	82	55	269	118	70	276
sq106	173	64	67	122	5	413	0	126	69	0	1	0	1368	29	155	2	208	572	0	34	259	124	0	39	15	24	150	1	217	0	41	0	0	18	26	0	2	30	5	48	81	30	245	352	565	75	10	19	356	1355	39	82	4	2	189	1306	0	0	1	103	26	1	0	0	2	13	302	25	53	124	1269	1291	92	50	4	1	7	368	1	1457	0	0	0	69	293	0	1	2	21	52	13	27	267	21	103	183
sq107	48	0	14	18	1	44	1	0	1	1	0	0	415	17	92	61	216	254	1	23	1439	85	0	10	11	0	11	1	0	0	1	1	3	0	0	2	4	107	724	242	853	620	704	499	0	0	0	114	802	488	52	9	485	2	0	177	1	2	1	1	70	0	39	54	171	54	63	281	135	1082	557	610	39	21	17	0	0	78	102	554	0	0	0	0	159	1	0	80	0	48	201	19	595	307	319	911
sq108	0	0	0	46	0	33	0	0	0	0	0	0	2847	0	0	0	0	2333	0	0	330	140	0	118	191	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4	4	31	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2447	2704	483	0	0	0	0	1	0	3317	0	0	0	0	51	0	0	0	0	2	0	0	0	0	0	3
sq109	430	0	1	325	2	211	2	0	0	0	0	0	12	0	0	0	2763	24	0	1	569	1	0	1	0	1	5	0	0	1	0	1	2	0	0	1	0	5	0	2766	463	107	187	50	1143	0	1	0	208	1	0	0	638	2	0	351	1	1	0	5	0	2	0	798	395	73	46	234	2	480	11	25	0	1	0	1	0	17	0	7	0	0	1	0	0	2	0	0	14	9	0	22	753	45	511	1239
sq110	5	24	77	7	0	44	0	0	30	0	0	12	184	19	332	0	5	473	231	0	771	191	0	638	495	78	197	0	0	0	0	0	0	7	0	5	93	497	1275	33	706	1135	545	167	1	35	0	1	48	432	8	37	293	167	86	0	0	1	0	0	2	0	50	177	88	20	121	35	49	131	212	317	1010	187	30	138	0	138	0	393	0	0	20	16	0	0	1	269	2	294	749	7	447	575	20	84
sq111	1	0	54	0	0	0	0	0	0	0	0	0	617	74	122	0	7	477	41	0	707	127	0	326	55	76	0	0	0	0	0	0	0	0	0	38	67	1716	3542	16	37	81	527	194	25	0	0	9	0	1	25	94	279	0	0	0	1	1	0	0	0	0	33	178	133	21	25	9	2	49	728	974	897	152	71	19	0	1	0	1168	0	1	0	0	0	1	105	233	0	88	410	4	51	53	3	112
sq112	182	72	3	141	0	36	15	0	0	0	0	5	158	1	2	15	1296	202	13	2	548	57	0	367	85	36	216	1	0	1	2	0	673	261	1	26	4	77	120	568	252	363	239	1035	123	65	1	46	600	76	0	22	89	1	210	296	0	0	0	0	57	0	0	3	48	11	70	0	29	353	76	159	136	265	49	18	1	37	69	159	0	0	19	0	0	0	0	11	32	133	689	100	575	1131	139	1807
sq113	13	1	1	43	77	0	1	0	0	1	2	0	1484	0	166	0	10	297	2	0	60	47	0	21	56	22	61	1	1	0	0	5	63	46	73	34	9	97	161	54	9	1112	1638	82	1	0	1	14	160	55	67	17	47	5	284	4	41	1	0	0	0	10	0	30	20	5	1	22	8	4	2406	2272	222	9	16	1	1	29	3	2678	0	1	6	133	0	2	0	100	1	132	59	14	19	73	14	13
sq114	0	13	0	92	0	0	0	0	0	0	0	0	2108	13	0	1	0	1490	0	0	633	112	1	51	21	11	0	0	0	1	0	0	0	0	0	0	12	44	20	1	12	423	589	53	0	0	0	0	1	0	0	4	114	1	1	1	0	1	0	0	0	0	0	0	5	0	2	0	0	0	2519	2786	117	22	0	0	0	3	0	3175	1	1	1	0	0	0	0	49	0	48	29	0	1	149	1	6
sq115	14	82	141	36	37	132	502	613	196	288	219	350	142	110	189	76	431	23	225	128	396	393	178	56	94	43	122	685	0	1	62	166	203	198	120	1	1	25	108	3	63	65	294	6	0	68	57	60	0	0	0	49	146	43	0	396	68	0	2	175	119	1	36	28	91	8	365	119	59	310	32	77	677	118	10	597	52	71	0	18	352	32	124	66	112	144	0	19	1835	4	46	0	300	133	162	217
sq116	207	146	35	130	47	250	3	145	0	0	164	32	64	26	56	68	481	17	1	0	67	14	2	2	21	3	3	0	0	0	1	1026	159	0	0	1	1	11	64	293	163	221	42	269	956	0	132	204	437	389	408	17	117	1	0	1004	304	193	729	4	0	0	0	0	35	30	465	661	196	101	44	118	17	29	1	0	0	231	0	93	0	58	22	4	438	0	1	8	1513	39	53	407	178	184	217	134
sq117	129	0	0	84	2	54	1	1	0	0	0	0	307	0	453	34	425	660	0	0	173	212	0	2	6	0	0	0	0	0	1	0	0	28	0	0	0	45	482	338	447	59	2	79	103	0	0	5	1	0	0	11	362	0	0	319	1	0	0	3	0	0	0	275	338	29	48	24	19	2	227	331	24	543	0	0	0	7	0	421	0	0	0	0	0	0	0	44	0	226	6291	67	219	150	21	154
sq118	15	0	3	1	277	11	1	0	0	0	365	0	223	115	551	208	41	0	191	79	2	4	622	8	0	9	519	77	178	391	1	1269	300	52	133	1	6	23	1	0	0	1	6	27	3	25	1013	8	0	232	1	2	21	144	73	14	436	303	892	241	584	54	17	54	11	12	37	56	31	9	0	6	3	16	24	11	1	0	614	0	970	718	178	629	321	641	0	12	4	37	39	18	35	1	5	3
sq119	18	333	0	9	0	3	2	1	0	1	0	0	0	6	4	15	319	0	0	5	49	0	0	0	3	3	0	0	0	0	0	2	0	0	1	0	0	0	0	5	0	1	3	0	0	0	9	227	0	0	6	1	2	2	0	25	0	0	2	0	260	242	0	0	0	5736	4	1983	336	117	0	0	0	8	0	1	0	0	0	0	0	0	6	8	1	1	0	0	3408	0	0	3	497	4	201	96
sq120	0	0	603	0	0	0	64	0	0	0	0	0	0	21	828	0	29	0	215	0	0	2	0	0	0	233	1982	1	0	0	1	377	0	0	383	0	1	93	0	172	110	10	12	22	0	843	0	0	0	1	0	167	243	0	0	0	737	327	646	1223	0	2774	245	6	249	32	0	0	0	0	0	0	0	79	81	0	530	0	1	0	0	0	0	0	0	0	0	59	0	136	90	36	2	8	84	27
sq121	0	0	7	0	67	38	0	0	0	1	948	0	83	12	106	213	14	0	8	181	0	0	127	1	0	0	0	0	937	721	267	3043	817	31	418	42	3	0	4	0	0	0	0	9	67	280	95	1	87	28	64	0	0	0	235	1	576	956	916	184	259	153	39	28	14	5	1	1	0	0	0	8	0	0	1	2	1	1	542	0	109	7	63	328	118	311	0	9	0	57	1	0	1	0	0	0
sq122	1	0	0	0	0	0	166	1	0	0	8	0	1	2	0	1	0	1	0	317	1	0	429	0	0	0	0	0	5	645	1030	743	24	101	93	0	0	0	0	0	0	2	0	0	0	0	430	0	0	0	0	0	0	0	434	0	15	2020	1212	377	371	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	800	480	209	403	913	2338	0	0	0	0	0	0	1	0	1	0
